timestamp,rfid_tag,gps_latitude,gps_longitude,temperature_c,blockchain_hash
2026-05-06 20:43:01.757140,RFID-9EA7920207,58.582041,159.890104,19.7,e56d2a814ebe4db8995af76c501adcb3
2026-05-06 00:09:01.757299,RFID-0A7BDD5666,-67.346689,108.197851,5.6,56c6670e13dd488db8c5007102223d2d
2026-05-06 16:12:01.757455,RFID-AAB651E76B,-31.244823,-32.124515,22.8,d5c8c261305049bbad922c93fad0b8b0
2026-05-06 06:43:01.757635,RFID-AF19BD73AF,79.689251,-114.698278,17.4,24418cea26cf41d090adf37ac80cceac
2026-05-05 23:25:01.757837,RFID-31BF721D30,-3.648138,36.886422,18.4,f1d75f6c7e3344d18e7c643d8891c59a
2026-05-06 08:45:01.757987,RFID-7139996FAB,10.650319,-56.798181,3.3,ec3b278dd34c495e96917e21cddf7927
2026-05-05 23:54:01.758142,RFID-719A941902,41.500371,168.81357,-1.3,25fce6d0276b4417bc3c89a0b196cc15
2026-05-06 10:34:01.758324,RFID-6936D2609D,-81.213464,-48.348634,13.7,247dba2e1e7f43a1a528e8a44602c87a
2026-05-06 11:38:01.758504,RFID-7D8399C873,-17.328288,-149.455436,0.1,27d06f41681d4c6ea3053e2816010ec3
2026-05-06 04:20:01.758690,RFID-08D74D8F95,24.432966,27.098751,6.3,f39a96ccf4ee4a818908d085a49d2e0f
2026-05-05 23:45:01.758971,RFID-4D46D08C90,25.792349,-89.746787,4.5,e33bf025f0a94ae6aa8a4f3c5f6efd9d
2026-05-06 08:49:01.759187,RFID-A15B0D434B,10.182204,135.068902,6.1,134260188ba947c2bc32c42e07a186dc
2026-05-06 08:17:01.759367,RFID-90B2C37883,85.584804,145.507896,2.2,86984ae4316448c5b9b8b92a497e039e
2026-05-06 20:33:01.759523,RFID-0B3EBCB9F1,-8.300717,164.516593,23.0,7e56b83725ac4d849c83c81b6093c236
2026-05-05 22:00:01.759672,RFID-B86350118C,-51.037334,-39.024716,7.1,fe21ff6a8b4e4b72aa6fc4f40fb47a9b
2026-05-06 13:27:01.759904,RFID-A8ABD91022,13.954035,92.653122,21.7,1b4721493c1f4cf98a20c02abde9f94b
2026-05-05 22:26:01.760078,RFID-5D8BCFAD3D,73.131439,68.223896,21.4,7baf08301bc74593a3ef1da93ed7a9f5
2026-05-06 04:28:01.760298,RFID-F82713B39C,66.790137,-88.378528,23.1,e39b7572517b430e94ca748c2a6024fd
2026-05-06 08:24:01.760577,RFID-E11C6FA2AA,-72.893869,-165.807153,-3.3,b385b30bdc7c466588c6823e3f899ef9
2026-05-06 00:45:01.760818,RFID-8561AE449C,-34.943987,-50.370742,7.6,508aaa82da7d49809e893765457fa3fb
2026-05-06 04:32:01.760947,RFID-539E727225,77.457969,69.489653,-3.2,a545228a304d471491a9eef972a26baf
2026-05-05 21:55:01.761098,RFID-A2483A512E,-23.518092,-110.222472,4.2,1f07f38c6f41487eaa65c3bcd7db933b
2026-05-06 00:48:01.761274,RFID-C7937FB729,2.281965,162.048098,13.6,12323e4bb9a44161b3590de07825385d
2026-05-06 08:01:01.761458,RFID-D4114B4D7B,-60.025258,134.693648,4.0,f1b5a19ded3f43588d2743d6737e4aa0
2026-05-05 21:25:01.761645,RFID-86E524D922,-56.735698,-173.644119,21.3,fa9e3182cbfd4e20b03855cd3d2884b2
2026-05-06 17:27:01.761840,RFID-9F640B8F34,-88.076269,-138.638091,0.3,1aa69ecc3a3749f1b442a57e0b0fe543
2026-05-06 09:43:01.761974,RFID-09FB80216A,-41.758194,72.121677,1.9,7bc891ec853a4647962a86b61635771d
2026-05-06 01:20:01.762142,RFID-3366EB3779,-19.748731,155.100377,3.6,09bfce7a00474698b0452e474724cc14
2026-05-06 20:09:01.762282,RFID-A0BABE176B,-12.44039,156.807769,23.6,2c01e53e5c4640be92514ae166b7e66d
2026-05-06 01:40:01.762426,RFID-AD2A9F0A88,-23.404119,119.756839,18.3,98123704f2c3499881f7472a1daf16b0
2026-05-06 01:27:01.762634,RFID-4A6F486CC0,40.718828,27.71369,22.8,4f36efc8af8748b49b4ad68125348d05
2026-05-06 17:10:01.762778,RFID-1B93462F4E,83.335178,121.134325,10.5,12c676edd2284109ba8898a0a13fbd13
2026-05-06 03:00:01.762918,RFID-083C729BA3,-52.428879,167.531543,11.7,3091fe170ac249f89a6d958d74375fb6
2026-05-06 12:37:01.763168,RFID-6BEFA50BEB,14.871807,15.809167,17.9,3ebc8b971c1d4880981fab55c60b20dc
2026-05-05 23:09:01.763348,RFID-000EC518B5,79.398679,-25.222609,2.6,afecbcd2ff994538b7d71999a25e0b44
2026-05-06 09:50:01.763509,RFID-FA35B72BE0,58.396138,-129.159649,15.1,b026840a643147ad8cfd2f8604feca2a
2026-05-06 03:16:01.763648,RFID-2FE1BBFCFB,-74.099844,127.431042,10.0,f32471700eb748acb21c92484e620041
2026-05-06 19:40:01.763808,RFID-A2E54DAA11,-2.968353,98.996076,-3.2,fa5f24fceaa748478e134ceb0e4ec380
2026-05-05 22:42:01.763972,RFID-B3A3560AF4,-12.003095,-124.687113,14.4,dfe796e7ee174a3e9c7ae888498b7d46
2026-05-06 13:48:01.764102,RFID-7FB500CA64,-3.67592,117.264889,5.7,13265aa24abc41c9ac8a05da1bde8390
2026-05-06 14:05:01.764245,RFID-0767982D69,78.33023,-51.949149,23.4,87b260495262461db262a5f6a4c55d6d
2026-05-06 04:01:01.764377,RFID-E0B5E4F59C,85.862212,177.698749,9.2,247346fae26a401f92e8758e2c8565de
2026-05-06 19:34:01.764520,RFID-6ABC310899,-76.674485,105.441438,0.6,ef1a33f6b72a441e97632162ac21a337
2026-05-05 23:23:01.764683,RFID-0A34D44088,-12.779948,22.300453,3.1,758e777c82504e0593317afdd67319df
2026-05-06 17:49:01.764887,RFID-AD61CB31F9,69.628083,36.00085,9.4,0f68a41a2e054e4dbe12fd4e2d2e6ee4
2026-05-06 20:23:01.765095,RFID-5FA1C15AD9,38.491708,11.647751,-2.4,5d928f525f2b44cea1b292cce3400161
2026-05-06 16:39:01.774471,RFID-640B327957,-3.090086,-137.08511,9.7,541b409cb7bf427dbde40c84a154f183
2026-05-06 05:35:01.774738,RFID-FF206199DB,51.799867,-164.978562,12.3,9d9474780ec44d3a9f2c4ad0b83120c0
2026-05-06 18:22:01.774908,RFID-950C674FDA,59.098234,163.398854,15.6,0609f3676bf24ca9b33b27c53f640061
2026-05-06 08:42:01.775088,RFID-28A5497495,-24.961179,-134.715981,-3.3,c4b3ee73f1e84ef698921ef6a32e58dc
2026-05-06 06:20:01.775297,RFID-F0E8BB5B9A,60.167045,-145.836527,14.2,b4fc9e1155874ce58f9d2734aab982f5
2026-05-06 08:40:01.775465,RFID-AAF87198A3,29.155443,-77.688953,8.3,dc0cb23d59a242dd8e5eafa1ff6004ea
2026-05-06 17:10:01.775627,RFID-42F494A563,-16.168787,-146.458701,6.1,cd238d326cd747e68545e254be1d4d2f
2026-05-06 20:41:01.775769,RFID-7BF7FEB112,11.109752,-160.300827,13.9,26dfc48778544fb8ac643aa086e91dbb
2026-05-06 14:10:01.775893,RFID-67F93C68AD,-78.469656,130.281211,16.9,044b9152b4994eb9b89f0ba619827673
2026-05-05 21:48:01.776149,RFID-CD0A27FBD1,-1.91059,68.965756,11.5,824370019d0249a5b00571e0e8710460
2026-05-06 14:58:01.776479,RFID-43844BA32E,-14.500344,-113.725575,10.6,bd07d46223c24a70bf26cfc3636fb33e
2026-05-06 09:31:01.776789,RFID-163C657B16,-89.610387,131.526291,16.4,bb216cfc3cac4b2d890f9e30c7cee5d3
2026-05-06 16:04:01.777139,RFID-624CCC7731,-86.404813,-118.412048,-2.9,fdc2500dc2544a368c42f8b06373c14d
2026-05-06 05:55:01.777284,RFID-6AEFDC4429,-2.930028,-148.001898,-4.6,7c4fd91ed91f4d9a82a050e35cce24e7
2026-05-05 22:53:01.777423,RFID-F8D3AEB466,-48.838668,176.283873,-3.0,4e732defabcc494c8ac615d0701ed28f
2026-05-06 20:16:01.777743,RFID-F2C8642169,-28.342619,110.83147,18.6,2c5037cffd42418abb6ece6cf4906974
2026-05-05 21:16:01.777974,RFID-28E166CECD,39.482916,-150.39737,10.7,f16888ee509844f88431bc6b9b8d6481
2026-05-06 19:57:01.778122,RFID-7B83F3D1E4,-65.930069,-168.858724,12.0,4f86bd5c3c1d4ddab74d6734519dce0e
2026-05-06 17:09:01.778258,RFID-9873752979,-17.62794,175.887205,18.4,5fa54d5e8dfd42c3a4655129df02b122
2026-05-05 21:17:01.778388,RFID-830BFBBCA5,74.201442,-131.86938,9.9,9b9049e7af9645dc8658e1e369d3eb63
2026-05-05 23:43:01.778628,RFID-D03241141A,56.030244,-140.570228,12.4,c0c1c91f2b0d441db1b4296b6535bad1
2026-05-06 18:26:01.778761,RFID-0A9C3383F3,41.402544,-4.126535,-3.4,6b7f1920a86946eb91fcc4b1a0506c37
2026-05-06 09:11:01.778891,RFID-C845AE5B57,22.289137,15.548653,9.5,6748e1aa47e145b1943d2733cdd963ad
2026-05-06 08:23:01.780090,RFID-A276387AC1,36.758661,-71.160946,16.3,7924e22052e442b7a50daaaa2cad7793
2026-05-06 13:54:01.780257,RFID-8CBA2BBD1F,28.602532,124.337584,9.2,78694dbde42c461fa5a5f93ddcaf9076
2026-05-06 15:07:01.780400,RFID-000D234608,-11.457007,-89.234997,16.5,38100af79454458295760e7a9eecea86
2026-05-06 00:57:01.780566,RFID-AB578ECED6,-65.308407,-33.760444,2.3,09a3fed7209449bc83bed5e00b937812
2026-05-06 07:20:01.780698,RFID-A5482860FD,-54.082748,98.74919,23.6,a28db0bf02d14ffcb1c445c48502dc69
2026-05-06 18:14:01.781042,RFID-1195F442EE,46.473653,90.699205,3.0,3372494472c147709dd8f2f30a474784
2026-05-05 23:45:01.781196,RFID-C717AB306A,-8.055794,-10.214253,15.0,1d32527bff5e41b69a4bd167b9589d74
2026-05-06 11:57:01.781363,RFID-1C30333BAB,89.552047,-40.891978,10.5,85eabba2a1964a7e8c5b6632def7b5ea
2026-05-06 13:30:01.781617,RFID-AC4C3F5D09,-72.279522,-25.659251,16.2,72120ecdca6d47d8bf4068788b185609
2026-05-06 00:33:01.781821,RFID-F602DBAB93,-62.061676,-164.173469,14.3,c686a502175d447f97badffa7335c4d5
2026-05-06 19:06:01.782446,RFID-66CC62E695,-63.920699,129.298228,5.0,648fb9cf42b74ac381e32324bc0b0df6
2026-05-06 18:14:01.782758,RFID-802E9B0DA9,-88.012913,-50.244466,-4.5,704f103e06f44c2790fcc2a7c8960630
2026-05-06 02:05:01.783021,RFID-E99565F442,-6.125328,-7.230438,24.5,e97c2902ad9f4a549cfa9efebcef5965
2026-05-06 17:21:01.783163,RFID-EFAC0AC129,38.067819,-83.695343,19.3,d9f1aa1af5404230b49c7be32b34bc57
